Image,Prediction
4207.jpg,glacier
3918.jpg,glacier
4443.jpg,mountain
13260.jpg,sea
10052.jpg,buildings
19875.jpg,buildings
4756.jpg,glacier
3757.jpg,buildings
10629.jpg,sea
21408.jpg,street
16089.jpg,buildings
17084.jpg,street
2866.jpg,glacier
7519.jpg,mountain
24253.jpg,street
7649.jpg,mountain
22489.jpg,street
19025.jpg,sea
23524.jpg,sea
6051.jpg,mountain
11444.jpg,forest
6924.jpg,sea
7896.jpg,mountain
9660.jpg,glacier
16632.jpg,mountain
10531.jpg,street
7353.jpg,buildings
16266.jpg,mountain
9041.jpg,mountain
23970.jpg,street
20009.jpg,glacier
24074.jpg,sea
22744.jpg,mountain
3819.jpg,forest
15134.jpg,forest
13696.jpg,sea
14977.jpg,forest
11031.jpg,mountain
13889.jpg,mountain
23112.jpg,glacier
13365.jpg,sea
10934.jpg,buildings
15123.jpg,mountain
19424.jpg,glacier
1949.jpg,sea
6444.jpg,glacier
873.jpg,glacier
22791.jpg,sea
12109.jpg,glacier
2493.jpg,mountain
18998.jpg,sea
6901.jpg,street
2009.jpg,mountain
10124.jpg,mountain
19539.jpg,buildings
16229.jpg,mountain
14478.jpg,mountain
8020.jpg,forest
12351.jpg,mountain
13891.jpg,glacier
21321.jpg,glacier
11015.jpg,glacier
16353.jpg,street
4035.jpg,mountain
4799.jpg,sea
7446.jpg,glacier
18183.jpg,glacier
14417.jpg,mountain
7112.jpg,mountain
21374.jpg,buildings
20902.jpg,mountain
5355.jpg,mountain
16235.jpg,glacier
7995.jpg,buildings
3642.jpg,forest
16224.jpg,forest
15710.jpg,buildings
17704.jpg,mountain
9084.jpg,glacier
18695.jpg,glacier
20700.jpg,sea
8440.jpg,sea
15642.jpg,glacier
13576.jpg,mountain
12128.jpg,mountain
5693.jpg,street
21809.jpg,sea
2118.jpg,forest
1393.jpg,buildings
10092.jpg,forest
4701.jpg,glacier
7395.jpg,sea
17132.jpg,glacier
14172.jpg,mountain
9837.jpg,forest
18607.jpg,street
14066.jpg,forest
23924.jpg,sea
24168.jpg,mountain
6382.jpg,buildings
4196.jpg,buildings
2542.jpg,glacier
4353.jpg,mountain
8759.jpg,mountain
14672.jpg,sea
21550.jpg,mountain
4272.jpg,street
20323.jpg,street
20031.jpg,mountain
475.jpg,forest
23742.jpg,glacier
14571.jpg,street
24151.jpg,sea
7186.jpg,sea
17199.jpg,glacier
1255.jpg,mountain
8075.jpg,mountain
16265.jpg,buildings
22270.jpg,street
15781.jpg,street
382.jpg,mountain
10106.jpg,sea
12363.jpg,mountain
15041.jpg,mountain
23595.jpg,forest
88.jpg,forest
20478.jpg,forest
18996.jpg,buildings
13461.jpg,street
23996.jpg,buildings
23158.jpg,street
24293.jpg,street
22841.jpg,mountain
10133.jpg,mountain
1370.jpg,mountain
957.jpg,forest
9379.jpg,mountain
1746.jpg,forest
21951.jpg,forest
5036.jpg,glacier
17083.jpg,forest
19558.jpg,buildings
5457.jpg,mountain
24142.jpg,mountain
302.jpg,buildings
17233.jpg,glacier
8317.jpg,forest
17383.jpg,street
1756.jpg,sea
15805.jpg,forest
5550.jpg,street
18987.jpg,mountain
14549.jpg,buildings
4416.jpg,forest
2860.jpg,glacier
3160.jpg,buildings
16271.jpg,street
8546.jpg,forest
11488.jpg,buildings
21441.jpg,mountain
1547.jpg,mountain
14139.jpg,buildings
9438.jpg,street
6179.jpg,street
15173.jpg,mountain
841.jpg,mountain
18181.jpg,buildings
23963.jpg,street
21667.jpg,street
4122.jpg,street
18391.jpg,forest
18126.jpg,glacier
20139.jpg,street
7028.jpg,buildings
5718.jpg,mountain
16820.jpg,street
4280.jpg,mountain
3814.jpg,mountain
20325.jpg,sea
10261.jpg,forest
6885.jpg,sea
7743.jpg,glacier
2483.jpg,street
20693.jpg,buildings
11817.jpg,mountain
18387.jpg,forest
4089.jpg,street
17584.jpg,street
12072.jpg,street
4649.jpg,glacier
11001.jpg,sea
8758.jpg,forest
18976.jpg,sea
14138.jpg,glacier
12251.jpg,glacier
10175.jpg,buildings
15603.jpg,mountain
18093.jpg,glacier
10914.jpg,buildings
17644.jpg,buildings
11874.jpg,buildings
7697.jpg,forest
10375.jpg,street
16120.jpg,glacier
14222.jpg,buildings
3101.jpg,forest
9612.jpg,buildings
12545.jpg,buildings
3374.jpg,forest
18956.jpg,street
17790.jpg,forest
18693.jpg,forest
5740.jpg,buildings
1076.jpg,forest
64.jpg,forest
2490.jpg,mountain
12133.jpg,sea
4689.jpg,mountain
9265.jpg,buildings
16964.jpg,mountain
8097.jpg,mountain
11593.jpg,buildings
6291.jpg,mountain
19590.jpg,forest
17839.jpg,sea
9975.jpg,glacier
17261.jpg,glacier
14084.jpg,glacier
10897.jpg,glacier
13271.jpg,buildings
8888.jpg,sea
14395.jpg,glacier
10701.jpg,glacier
14666.jpg,street
8505.jpg,glacier
7938.jpg,mountain
17068.jpg,mountain
22611.jpg,forest
3242.jpg,street
362.jpg,sea
4407.jpg,mountain
17833.jpg,forest
1020.jpg,street
987.jpg,street
2024.jpg,buildings
4494.jpg,street
19518.jpg,glacier
11137.jpg,glacier
23645.jpg,street
10233.jpg,street
24225.jpg,forest
20778.jpg,glacier
5197.jpg,mountain
7515.jpg,glacier
12446.jpg,mountain
20155.jpg,mountain
4419.jpg,mountain
18112.jpg,mountain
21661.jpg,buildings
10311.jpg,forest
2622.jpg,mountain
23983.jpg,mountain
5851.jpg,sea
2251.jpg,mountain
516.jpg,mountain
9047.jpg,buildings
4550.jpg,mountain
14664.jpg,buildings
14656.jpg,mountain
16230.jpg,mountain
21530.jpg,glacier
3564.jpg,forest
4584.jpg,street
10682.jpg,mountain
12971.jpg,sea
11399.jpg,glacier
14132.jpg,glacier
8030.jpg,mountain
14718.jpg,sea
7619.jpg,mountain
11071.jpg,glacier
6892.jpg,street
10434.jpg,glacier
9197.jpg,buildings
22195.jpg,glacier
11123.jpg,sea
9428.jpg,street
17778.jpg,glacier
22680.jpg,forest
9949.jpg,forest
21193.jpg,glacier
16213.jpg,forest
13683.jpg,sea
7504.jpg,mountain
20661.jpg,glacier
6450.jpg,mountain
2522.jpg,forest
9373.jpg,sea
13443.jpg,mountain
21275.jpg,buildings
19610.jpg,glacier
19919.jpg,mountain
494.jpg,mountain
9623.jpg,forest
1906.jpg,street
8289.jpg,mountain
895.jpg,glacier
179.jpg,mountain
11645.jpg,mountain
11720.jpg,street
22795.jpg,mountain
8416.jpg,glacier
8008.jpg,sea
20583.jpg,glacier
7969.jpg,sea
22327.jpg,buildings
16680.jpg,street
20349.jpg,street
6513.jpg,mountain
14113.jpg,mountain
18562.jpg,mountain
7372.jpg,glacier
19123.jpg,glacier
8710.jpg,buildings
12753.jpg,buildings
2260.jpg,glacier
7663.jpg,street
10405.jpg,mountain
2532.jpg,glacier
4454.jpg,forest
13367.jpg,mountain
18844.jpg,buildings
6211.jpg,street
1037.jpg,street
22715.jpg,sea
21606.jpg,forest
23015.jpg,buildings
4549.jpg,forest
22238.jpg,mountain
19634.jpg,mountain
4345.jpg,sea
4402.jpg,forest
1150.jpg,sea
22901.jpg,street
3966.jpg,glacier
16908.jpg,sea
16313.jpg,forest
12250.jpg,glacier
2700.jpg,mountain
17398.jpg,street
9713.jpg,mountain
20470.jpg,buildings
2224.jpg,glacier
21189.jpg,forest
12631.jpg,forest
22957.jpg,glacier
8489.jpg,forest
13193.jpg,buildings
22878.jpg,forest
7904.jpg,buildings
14685.jpg,glacier
20721.jpg,street
17477.jpg,sea
8046.jpg,sea
24079.jpg,sea
4357.jpg,glacier
2373.jpg,sea
13984.jpg,street
3892.jpg,forest
9619.jpg,buildings
19033.jpg,sea
6611.jpg,buildings
3167.jpg,mountain
18405.jpg,buildings
13972.jpg,forest
22429.jpg,glacier
9237.jpg,mountain
23340.jpg,glacier
15888.jpg,street
1842.jpg,mountain
203.jpg,glacier
2969.jpg,sea
16121.jpg,buildings
11230.jpg,sea
2216.jpg,mountain
15387.jpg,forest
9328.jpg,mountain
8000.jpg,street
8007.jpg,mountain
12086.jpg,sea
24302.jpg,street
24116.jpg,forest
20579.jpg,street
9599.jpg,sea
23999.jpg,forest
22445.jpg,mountain
9828.jpg,mountain
24148.jpg,forest
2011.jpg,forest
536.jpg,glacier
19191.jpg,sea
7903.jpg,forest
17858.jpg,street
12087.jpg,buildings
14524.jpg,sea
18732.jpg,street
8574.jpg,forest
11059.jpg,mountain
6318.jpg,mountain
24291.jpg,mountain
10158.jpg,glacier
4524.jpg,street
18069.jpg,buildings
8106.jpg,street
144.jpg,buildings
4305.jpg,sea
15101.jpg,mountain
23992.jpg,street
21925.jpg,glacier
1322.jpg,glacier
6.jpg,sea
16881.jpg,forest
10054.jpg,glacier
3930.jpg,forest
17723.jpg,sea
15910.jpg,street
5315.jpg,buildings
5061.jpg,mountain
15079.jpg,sea
12413.jpg,sea
16519.jpg,glacier
20471.jpg,buildings
15520.jpg,sea
10698.jpg,forest
23621.jpg,glacier
1026.jpg,forest
23572.jpg,mountain
1463.jpg,glacier
13772.jpg,street
21404.jpg,mountain
4778.jpg,street
6579.jpg,buildings
20262.jpg,forest
18365.jpg,forest
21312.jpg,mountain
16970.jpg,mountain
21831.jpg,sea
4896.jpg,mountain
13413.jpg,mountain
21534.jpg,street
6808.jpg,street
14267.jpg,mountain
12293.jpg,street
6529.jpg,forest
18688.jpg,mountain
4347.jpg,street
4391.jpg,sea
3729.jpg,buildings
798.jpg,sea
12949.jpg,mountain
3946.jpg,street
21051.jpg,sea
22773.jpg,mountain
22049.jpg,glacier
4518.jpg,street
20196.jpg,street
4680.jpg,forest
14624.jpg,mountain
23897.jpg,glacier
7460.jpg,buildings
17828.jpg,mountain
1241.jpg,sea
5699.jpg,mountain
12797.jpg,forest
3186.jpg,mountain
23085.jpg,street
12352.jpg,forest
6531.jpg,forest
9724.jpg,buildings
23558.jpg,street
5549.jpg,sea
12847.jpg,buildings
14511.jpg,mountain
10933.jpg,sea
22404.jpg,street
20979.jpg,glacier
3301.jpg,street
12853.jpg,glacier
28.jpg,mountain
21072.jpg,glacier
3932.jpg,mountain
2167.jpg,mountain
3926.jpg,forest
9887.jpg,sea
3208.jpg,sea
10819.jpg,glacier
7050.jpg,buildings
1349.jpg,sea
22018.jpg,sea
17471.jpg,mountain
15825.jpg,glacier
7394.jpg,sea
13039.jpg,street
23121.jpg,buildings
23440.jpg,forest
17460.jpg,sea
22697.jpg,mountain
1524.jpg,forest
8270.jpg,glacier
13520.jpg,mountain
13963.jpg,mountain
6622.jpg,forest
21795.jpg,mountain
